-174.900,-174.586,-174.273,-173.960,-173.648,-173.336,-173.025,-172.714,-172.404,-172.094,-171.785,-171.477,-171.169,-170.862,-170.555,-170.249,-169.943,-169.639,-169.334,-169.030,-168.727,-168.425,-168.123,-167.822,-167.521,-167.221,-166.922,-166.623,-166.325,-166.028,-165.731,-165.435,-165.139,-164.844,-164.550,-164.256,-163.963,-163.671,-163.380,-163.089,-162.798,-162.509,-162.220,-161.932,-161.644,-161.357,-161.071,-160.785,-160.500,-160.216,-159.932,-159.649,-159.367,-159.086,-158.805,-158.524,-158.245,-157.966,-157.688,-157.410,-157.133,-156.857,-156.581,-156.306,-156.032,-155.758,-155.485,-155.213,-154.941,-154.670,-154.400,-154.130,-153.861,-153.593,-153.325,-153.058,-152.792,-152.526,-152.260,-151.996,-151.732,-151.469,-151.206,-150.944,-150.682,-150.421,-150.161,-149.902,-149.643,-149.384,-149.126,-148.869,-148.612,-148.356,-148.101,-147.846,-147.592,-147.338,-147.085,-146.833,-146.581,-146.329,-146.078,-145.828,-145.578,-145.329,-145.080,-144.832,-144.585,-144.338,-144.091,-143.845,-143.600,-143.355,-143.111,-142.867,-142.624,-142.381,-142.138,-141.897,-141.655,-141.415,-141.174,-140.934,-140.695,-140.456,-140.218,-139.980,-139.743,-139.506,-139.269,-139.033,-138.798,-138.562,-138.328,-138.094,-137.860,-137.626,-137.394,-137.161
-174.818,-174.504,-174.191,-173.878,-173.566,-173.254,-172.943,-172.632,-172.322,-172.013,-171.704,-171.395,-171.087,-170.780,-170.474,-170.167,-169.862,-169.557,-169.253,-168.949,-168.646,-168.344,-168.042,-167.741,-167.440,-167.140,-166.841,-166.542,-166.244,-165.947,-165.650,-165.354,-165.059,-164.764,-164.470,-164.176,-163.883,-163.591,-163.300,-163.009,-162.719,-162.429,-162.140,-161.852,-161.565,-161.278,-160.992,-160.706,-160.421,-160.137,-159.854,-159.571,-159.289,-159.007,-158.726,-158.446,-158.167,-157.888,-157.610,-157.332,-157.055,-156.779,-156.504,-156.229,-155.955,-155.681,-155.409,-155.136,-154.865,-154.594,-154.324,-154.054,-153.785,-153.517,-153.249,-152.982,-152.716,-152.450,-152.185,-151.921,-151.657,-151.394,-151.131,-150.869,-150.608,-150.347,-150.087,-149.827,-149.569,-149.310,-149.053,-148.796,-148.539,-148.283,-148.028,-147.773,-147.519,-147.265,-147.012,-146.760,-146.508,-146.257,-146.006,-145.756,-145.507,-145.258,-145.009,-144.761,-144.514,-144.267,-144.021,-143.775,-143.530,-143.285,-143.041,-142.797,-142.554,-142.311,-142.069,-141.828,-141.586,-141.346,-141.106,-140.866,-140.627,-140.388,-140.150,-139.912,-139.675,-139.438,-139.202,-138.966,-138.731,-138.496,-138.261,-138.027,-137.794,-137.561,-137.328,-137.096
-174.735,-174.421,-174.108,-173.795,-173.483,-173.171,-172.860,-172.550,-172.240,-171.930,-171.621,-171.313,-171.005,-170.698,-170.391,-170.085,-169.780,-169.475,-169.171,-168.867,-168.564,-168.262,-167.960,-167.659,-167.359,-167.059,-166.759,-166.461,-166.163,-165.866,-165.569,-165.273,-164.978,-164.683,-164.389,-164.095,-163.803,-163.511,-163.219,-162.928,-162.638,-162.349,-162.060,-161.772,-161.485,-161.198,-160.912,-160.626,-160.342,-160.058,-159.774,-159.492,-159.210,-158.928,-158.647,-158.367,-158.088,-157.809,-157.531,-157.254,-156.977,-156.701,-156.426,-156.151,-155.877,-155.604,-155.331,-155.059,-154.788,-154.517,-154.247,-153.977,-153.709,-153.440,-153.173,-152.906,-152.640,-152.374,-152.109,-151.845,-151.581,-151.318,-151.056,-150.794,-150.533,-150.272,-150.012,-149.753,-149.494,-149.236,-148.978,-148.722,-148.465,-148.209,-147.954,-147.700,-147.446,-147.192,-146.940,-146.687,-146.436,-146.185,-145.934,-145.684,-145.435,-145.186,-144.937,-144.690,-144.442,-144.196,-143.950,-143.704,-143.459,-143.214,-142.970,-142.727,-142.484,-142.241,-141.999,-141.758,-141.517,-141.277,-141.037,-140.797,-140.558,-140.320,-140.082,-139.844,-139.607,-139.370,-139.134,-138.899,-138.664,-138.429,-138.194,-137.961,-137.727,-137.494,-137.262,-137.030
-174.652,-174.338,-174.025,-173.712,-173.400,-173.088,-172.777,-172.466,-172.156,-171.847,-171.538,-171.230,-170.922,-170.615,-170.308,-170.002,-169.697,-169.392,-169.088,-168.785,-168.482,-168.179,-167.878,-167.577,-167.276,-166.976,-166.677,-166.379,-166.081,-165.784,-165.487,-165.191,-164.896,-164.601,-164.307,-164.014,-163.721,-163.429,-163.138,-162.847,-162.557,-162.268,-161.979,-161.691,-161.404,-161.117,-160.832,-160.546,-160.262,-159.978,-159.694,-159.412,-159.130,-158.849,-158.568,-158.288,-158.009,-157.730,-157.452,-157.175,-156.899,-156.623,-156.347,-156.073,-155.799,-155.526,-155.253,-154.981,-154.710,-154.439,-154.169,-153.900,-153.631,-153.363,-153.096,-152.829,-152.563,-152.298,-152.033,-151.769,-151.505,-151.242,-150.980,-150.718,-150.457,-150.197,-149.937,-149.678,-149.419,-149.161,-148.904,-148.647,-148.391,-148.135,-147.880,-147.626,-147.372,-147.119,-146.866,-146.614,-146.363,-146.112,-145.861,-145.611,-145.362,-145.113,-144.865,-144.618,-144.371,-144.124,-143.878,-143.633,-143.388,-143.144,-142.900,-142.656,-142.414,-142.171,-141.929,-141.688,-141.447,-141.207,-140.967,-140.728,-140.489,-140.251,-140.013,-139.776,-139.539,-139.302,-139.066,-138.831,-138.596,-138.361,-138.127,-137.894,-137.661,-137.428,-137.195,-136.964
-174.567,-174.253,-173.940,-173.628,-173.315,-173.004,-172.693,-172.382,-172.072,-171.763,-171.454,-171.146,-170.838,-170.531,-170.225,-169.919,-169.613,-169.309,-169.005,-168.701,-168.398,-168.096,-167.794,-167.493,-167.193,-166.893,-166.594,-166.296,-165.998,-165.701,-165.405,-165.109,-164.813,-164.519,-164.225,-163.932,-163.639,-163.347,-163.056,-162.766,-162.476,-162.187,-161.898,-161.610,-161.323,-161.036,-160.751,-160.465,-160.181,-159.897,-159.614,-159.331,-159.050,-158.768,-158.488,-158.208,-157.929,-157.651,-157.373,-157.096,-156.819,-156.544,-156.268,-155.994,-155.720,-155.447,-155.175,-154.903,-154.632,-154.361,-154.091,-153.822,-153.554,-153.286,-153.019,-152.752,-152.486,-152.221,-151.956,-151.692,-151.429,-151.166,-150.904,-150.642,-150.381,-150.121,-149.861,-149.602,-149.344,-149.086,-148.829,-148.572,-148.316,-148.061,-147.806,-147.552,-147.298,-147.045,-146.792,-146.540,-146.289,-146.038,-145.788,-145.538,-145.289,-145.041,-144.793,-144.545,-144.299,-144.052,-143.806,-143.561,-143.316,-143.072,-142.829,-142.585,-142.343,-142.101,-141.859,-141.618,-141.377,-141.137,-140.898,-140.659,-140.420,-140.182,-139.944,-139.707,-139.470,-139.234,-138.998,-138.763,-138.528,-138.294,-138.060,-137.827,-137.594,-137.361,-137.129,-136.897
-174.482,-174.168,-173.855,-173.542,-173.230,-172.919,-172.608,-172.297,-171.987,-171.678,-171.369,-171.061,-170.753,-170.446,-170.140,-169.834,-169.529,-169.224,-168.920,-168.617,-168.314,-168.012,-167.710,-167.410,-167.109,-166.810,-166.511,-166.212,-165.915,-165.618,-165.321,-165.026,-164.730,-164.436,-164.142,-163.849,-163.557,-163.265,-162.974,-162.683,-162.394,-162.104,-161.816,-161.528,-161.241,-160.955,-160.669,-160.384,-160.100,-159.816,-159.533,-159.250,-158.969,-158.688,-158.407,-158.128,-157.849,-157.570,-157.293,-157.016,-156.739,-156.464,-156.189,-155.915,-155.641,-155.368,-155.096,-154.824,-154.553,-154.283,-154.013,-153.744,-153.475,-153.208,-152.941,-152.674,-152.408,-152.143,-151.879,-151.615,-151.352,-151.089,-150.827,-150.566,-150.305,-150.045,-149.785,-149.526,-149.268,-149.010,-148.753,-148.497,-148.241,-147.986,-147.731,-147.477,-147.223,-146.971,-146.718,-146.466,-146.215,-145.965,-145.715,-145.465,-145.216,-144.968,-144.720,-144.473,-144.226,-143.980,-143.734,-143.489,-143.245,-143.001,-142.757,-142.514,-142.272,-142.030,-141.788,-141.547,-141.307,-141.067,-140.828,-140.589,-140.350,-140.112,-139.875,-139.638,-139.401,-139.165,-138.930,-138.695,-138.460,-138.226,-137.992,-137.759,-137.526,-137.294,-137.062,-136.830
-174.396,-174.082,-173.769,-173.456,-173.144,-172.833,-172.522,-172.212,-171.902,-171.592,-171.284,-170.976,-170.668,-170.361,-170.055,-169.749,-169.444,-169.139,-168.835,-168.532,-168.229,-167.927,-167.626,-167.325,-167.025,-166.725,-166.426,-166.128,-165.831,-165.534,-165.237,-164.942,-164.647,-164.352,-164.059,-163.766,-163.473,-163.182,-162.891,-162.600,-162.311,-162.022,-161.733,-161.446,-161.159,-160.872,-160.587,-160.302,-160.018,-159.734,-159.451,-159.169,-158.887,-158.606,-158.326,-158.047,-157.768,-157.490,-157.212,-156.935,-156.659,-156.384,-156.109,-155.835,-155.561,-155.288,-155.016,-154.744,-154.474,-154.203,-153.934,-153.665,-153.397,-153.129,-152.862,-152.596,-152.330,-152.065,-151.801,-151.537,-151.274,-151.012,-150.750,-150.489,-150.228,-149.968,-149.709,-149.450,-149.192,-148.934,-148.677,-148.421,-148.165,-147.910,-147.656,-147.402,-147.148,-146.896,-146.644,-146.392,-146.141,-145.891,-145.641,-145.391,-145.143,-144.894,-144.647,-144.400,-144.153,-143.907,-143.662,-143.417,-143.172,-142.929,-142.685,-142.442,-142.200,-141.958,-141.717,-141.476,-141.236,-140.996,-140.757,-140.519,-140.280,-140.043,-139.805,-139.568,-139.332,-139.096,-138.861,-138.626,-138.392,-138.158,-137.924,-137.691,-137.458,-137.226,-136.995,-136.763
-174.309,-173.995,-173.682,-173.370,-173.058,-172.746,-172.435,-172.125,-171.815,-171.506,-171.197,-170.889,-170.582,-170.275,-169.969,-169.663,-169.358,-169.053,-168.750,-168.446,-168.144,-167.842,-167.540,-167.240,-166.940,-166.640,-166.341,-166.043,-165.746,-165.449,-165.153,-164.857,-164.562,-164.268,-163.974,-163.682,-163.389,-163.098,-162.807,-162.517,-162.227,-161.938,-161.650,-161.363,-161.076,-160.789,-160.504,-160.219,-159.935,-159.652,-159.369,-159.087,-158.805,-158.524,-158.244,-157.965,-157.686,-157.408,-157.131,-156.854,-156.578,-156.303,-156.028,-155.754,-155.481,-155.208,-154.936,-154.664,-154.394,-154.124,-153.854,-153.586,-153.317,-153.050,-152.783,-152.517,-152.252,-151.987,-151.723,-151.459,-151.196,-150.934,-150.672,-150.411,-150.151,-149.891,-149.632,-149.373,-149.115,-148.858,-148.601,-148.345,-148.089,-147.834,-147.580,-147.326,-147.073,-146.820,-146.568,-146.317,-146.066,-145.816,-145.566,-145.317,-145.069,-144.821,-144.573,-144.326,-144.080,-143.834,-143.589,-143.344,-143.100,-142.856,-142.613,-142.370,-142.128,-141.887,-141.646,-141.405,-141.165,-140.926,-140.686,-140.448,-140.210,-139.972,-139.735,-139.499,-139.263,-139.027,-138.792,-138.557,-138.323,-138.089,-137.856,-137.623,-137.390,-137.158,-136.927,-136.696
-174.221,-173.908,-173.595,-173.282,-172.970,-172.659,-172.348,-172.038,-171.728,-171.419,-171.110,-170.802,-170.495,-170.188,-169.882,-169.576,-169.271,-168.967,-168.663,-168.360,-168.057,-167.756,-167.454,-167.154,-166.854,-166.554,-166.256,-165.958,-165.660,-165.363,-165.067,-164.772,-164.477,-164.183,-163.890,-163.597,-163.305,-163.013,-162.722,-162.432,-162.143,-161.854,-161.566,-161.279,-160.992,-160.706,-160.421,-160.136,-159.852,-159.568,-159.286,-159.004,-158.723,-158.442,-158.162,-157.883,-157.604,-157.326,-157.049,-156.772,-156.496,-156.221,-155.947,-155.673,-155.400,-155.127,-154.855,-154.584,-154.313,-154.043,-153.774,-153.506,-153.238,-152.970,-152.704,-152.438,-152.172,-151.908,-151.644,-151.380,-151.118,-150.855,-150.594,-150.333,-150.073,-149.813,-149.554,-149.296,-149.038,-148.781,-148.524,-148.268,-148.013,-147.758,-147.504,-147.250,-146.997,-146.745,-146.493,-146.242,-145.991,-145.741,-145.491,-145.243,-144.994,-144.746,-144.499,-144.252,-144.006,-143.760,-143.515,-143.271,-143.027,-142.783,-142.540,-142.298,-142.056,-141.815,-141.574,-141.333,-141.094,-140.854,-140.615,-140.377,-140.139,-139.902,-139.665,-139.429,-139.193,-138.957,-138.722,-138.488,-138.254,-138.020,-137.787,-137.554,-137.322,-137.090,-136.859,-136.628
-174.133,-173.819,-173.506,-173.194,-172.882,-172.571,-172.260,-171.950,-171.640,-171.331,-171.022,-170.714,-170.407,-170.100,-169.794,-169.489,-169.184,-168.879,-168.576,-168.273,-167.970,-167.669,-167.367,-167.067,-166.767,-166.468,-166.169,-165.871,-165.574,-165.277,-164.981,-164.686,-164.391,-164.097,-163.804,-163.511,-163.219,-162.928,-162.637,-162.347,-162.058,-161.769,-161.481,-161.194,-160.908,-160.622,-160.336,-160.052,-159.768,-159.485,-159.202,-158.920,-158.639,-158.359,-158.079,-157.800,-157.521,-157.244,-156.966,-156.690,-156.414,-156.139,-155.865,-155.591,-155.318,-155.046,-154.774,-154.503,-154.232,-153.963,-153.694,-153.425,-153.157,-152.890,-152.624,-152.358,-152.093,-151.828,-151.564,-151.301,-151.038,-150.776,-150.515,-150.254,-149.994,-149.735,-149.476,-149.218,-148.960,-148.703,-148.447,-148.191,-147.936,-147.681,-147.427,-147.174,-146.921,-146.669,-146.417,-146.166,-145.915,-145.666,-145.416,-145.167,-144.919,-144.672,-144.424,-144.178,-143.932,-143.686,-143.442,-143.197,-142.953,-142.710,-142.467,-142.225,-141.983,-141.742,-141.502,-141.261,-141.022,-140.783,-140.544,-140.306,-140.068,-139.831,-139.594,-139.358,-139.122,-138.887,-138.652,-138.418,-138.184,-137.951,-137.718,-137.485,-137.253,-137.022,-136.791,-136.560
